"Borough, Block, Lot #",Street Address,Postcode,Borough,Utility,Building Manager,Owner,Owner Address,Owner Telephone,DEP Boiler Application #,#6 Deadline,Boiler Model,# of Identical Boilers,Boiler Capacity (Gross  BTU),Boiler Installation Date,Boiler Age Range,Est. Retirement Year,Burner Model,Primary Fuel,Total Gallons (High),Total Gallons (Low),Total MMBTU (High),Total MMBTU (low),Greener Greater Buildings,GGB Deadline,Building Type,Council District,Community Board,Bldg Sqft,# of Bldgs,# of Floors,# of Res. Units,Total Units,Year Built,Condo?,Coop?,Latitude,Longitude,Census Tract,BIN,BBL,NTA
1008260065,40 WEST 25 STREET,10010,Manhattan,Con Edison,40 WEST 25TH ST.ASSOCIATES,"40 West 25th ST. Co.,Colliers International NY,LLC","380 MADISON AVE 3rd fl., NEW YORK NY 10017",212-716-3563,CA264893M,0,FEDERAL FST-#150,1,6.3,1993,16 to 20 years old,2028,I.C. DEG #63 P,#4,45569,31898,4784.7,6835.29,1,2016,Loft Buildings,3,M 05,"* 104,630",2,12,0,14,1913,,,40.743517,-73.990321,58,1015609,1008260065,Hudson Yards-Chelsea-Flatiron-Union Square
1008270008,45 WEST 25 STREET,10010,Manhattan,Con Edison,BONFIDE ESTATES INC.,HANOVER ESTATES LLC.,"630 FIFTH AVENUE SUITE 3165, MANHATTAN NY 10111",718-367-9800,CA101581R,2014,FEDERAL FST 250,1,9.9,1981,26 to 30 years old,2016,ICI DEG 105 P,#6,50400,35280,5250,7500,1,2017,Loft Buildings,3,M 05,"* 91,075",1,11,0,35,1909,,,40.743556,-73.990364,58,1015611,1008270008,Hudson Yards-Chelsea-Flatiron-Union Square
1008270028,1123 BROADWAY,10010,Manhattan,Con Edison,KEW MANAGEMENT CORP.,KEW MANAGEMENT CORP.,"1123 BROADWAY SUITE 407, MANHATTAN NY 10010",212-255-3346,CA215282M,0,ROCKMILLS MP 150,1,6.6,1982,26 to 30 years old,2017,I.C.I. DEG 63 P,#4,77562,54294,8623.125,12318.75,1,2017,Office Buildings,3,M 05,"* 105,667",1,12,0,150,1900,,,40.743254,-73.989123,58,1015618,1008270028,Hudson Yards-Chelsea-Flatiron-Union Square
1008270043,210 5 AVENUE,10010,Manhattan,Con Edison,MANOCHERIAN BROTHERS,LERAD COMPANY,"150 EAST 58 STREET 28FL., MANHATTAN NY 10155",212-355-4900,CA248984H,0,FEDERAL FST60,1,2.6,1984,26 to 30 years old,2019,ICI MMG28,#4,17557,12290,1928.5,2755,0,,Office Buildings,3,M 05,"* 36,485",1,11,9,40,1903,,,40.743168,-73.988405,58,1015623,1008270043,Hudson Yards-Chelsea-Flatiron-Union Square
1008270044,212 5 AVENUE,10010,Manhattan,Con Edison,FM RING ASSOCIATES INC.,"FM RING ASSOCIATES, INC.","20 WEST 47 STREET, MANHATTAN NY 10036",212-765-1655,CA243572Z,2015,ROCKMILLS MP300,1,10.7,1972,36 - 40 year old,2010,KEWANEE KF 10-1562-04,#6,110563,77394,11689.125,16698.75,1,2017,Office Buildings,3,M 05,"* 165,401",1,21,0,1,1913,,,40.743232,-73.988362,58,1015624,1008277501,Hudson Yards-Chelsea-Flatiron-Union Square
1008270064,30 WEST 26 STREET,10010,Manhattan,Con Edison,30 WEST 26 STREET ASSOC./LLCC/O MERINGOFF,"MERINGOFF PROPERTIES,INC.30 WEST 26TH","30 WEST 26 STREET, MANHATTAN NY 10010",212-645-7575,CA120174N,0,ROCKMILLS MP150,1,6.22,1974,36 - 40 year old,2010,HEV-E-OIL DE63 S,#4,39960,27972,4055.94,5794.2,1,2017,Office Buildings,3,M 05,"* 75,933",1,12,0,25,1909,,,40.744102,-73.989762,58,1015629,1008270064,Hudson Yards-Chelsea-Flatiron-Union Square
1008280009,37 WEST 26 STREET,10010,Manhattan,Con Edison,KIAMIE PRINCESS MARION REATY CORP.,WINDSOR MANAGEMENT CORP.,"31 EAST 8TH FL., MANHATTAN NY 10016",212-213-2112,CA340590R,2015,ROCKMILLS MP150,1,6.3,1990,16 to 20 years old,2025,HEVE ICI DEG63P,#6,44100,30870,4630.5,6615,1,2018,Loft Buildings,3,M 05,"* 112,260",2,12,2,19,1908,,,40.744179,-73.989902,58,1015634,1008280009,Hudson Yards-Chelsea-Flatiron-Union Square
1009970047,132 WEST 45 STREET,10036,Manhattan,Con Edison,CHATWAL INN,AMBASSADOR HOTEL/M.SINGH,"132 WEST 45 STREET, MANHATTAN NY 10036",212-586-3400,CA094289R,0,ROCKMILLS MP4-69,1,2.89,1989,21 to 26 years old,2024,ICI MMG28,#4,20258,14180,2030,2900,0,,Hotels,3,M 05,"* 22,880",1,8,0,1,1900,,,40.757218,-73.983786,119,1022632,1009970047,Midtown-Midtown South
1008280022,15 WEST 26 STREET,10010,Manhattan,Con Edison,MESA RLTY/AMRAM NOWAK,MESA RLTY/ASSOC. LLC.,"15 WEST 26 STREET 9TH FLR., MANHATTAN NY 10010",212-643-1717,CA248388L,0,FEDERAL FST 70,1,2.8,1988,21 to 26 years old,2023,ICI MMG-28,#4,20159,14111,2046.1385,2923.06,0,,Office Buildings,3,M 05,"* 45,085",1,12,0,21,1910,,,40.744003,-73.98948,58,1015643,1008280022,Hudson Yards-Chelsea-Flatiron-Union Square
1008280025,1141 BROADWAY,10001,Manhattan,Con Edison,MING CHU CO LTD,MING CHU CO. LTD.,"1141 BROADWAY, MANHATTAN N.Y. 10001",,CA002182X,2012,FEDERAL FST-80,1,3.4,1982,26 to 30 years old,2017,HEVEOIL MMG-42-P (I.C.I),#6,19656,13759,2063.88,2948.4,0,,Loft Buildings,3,M 05,"* 27,829",1,9,0,27,1927,,,40.74391,-73.989,58,1015645,1008280025,Hudson Yards-Chelsea-Flatiron-Union Square
1008280035,220 5 AVENUE,10001,Manhattan,Con Edison,DINO & SONS REALTY,DINO & SONS REALTY CORP.,"177 BEAZH147TH ST., NEPONIST NY 11694",718-252-0126,CA236283R,0,ROCKMILLS MP 250,1,10.36,1983,26 to 30 years old,2018,ICI DEG 105 P,#4,127750,89425,12072.38,17246.25,1,2018,Office Buildings,3,M 05,"* 134,706",1,20,0,36,1912,,,40.74361,-73.988091,58,1015650,1008280035,Hudson Yards-Chelsea-Flatiron-Union Square
1008280056,12 WEST 27 STREET,10001,Manhattan,Con Edison,MERINIOFF PROPERTIES INC.,12 WEST 27th ST. ASSOC.MERING OFF PROPERTIES INC.,"30 WEST 26 STREET, MANHATTAN NY 10010",212-645-7575,CA129374Z,0,ROCKMILLS MP 150,1,6.3,1974,36 - 40 year old,2010,HEV-E-OIL DEG 63S,#4,65408,45786,6638.912,9484.16,1,2018,Loft Buildings,3,M 05,"* 84,920",1,18,0,19,1912,,,40.744673,-73.989224,58,1015658,1008280056,Hudson Yards-Chelsea-Flatiron-Union Square
1008280064,28 WEST 27 STREET,10001,Manhattan,Con Edison,27 WEST 27TH ST. OWNERS INC C/O FAWN REALTY,28 WEST 27TH ST. OWNERS INC C/O FAWN REALTY,"137 FITH AVENUE 10th fl., MANHATTAN NY 10010",,CA202899J,0,FEDERAL FST-100,1,4.06,1999,11 to 15 years old,2034,INDUSTRIAL COMB. MMG-42 P,#4,29000,20300,2943.5,4205,1,2018,Loft Buildings,3,M 05,"* 63,791",1,12,0,14,1909,,,40.744785,-73.989491,58,1015663,1008280064,Hudson Yards-Chelsea-Flatiron-Union Square
1008290011,45 WEST 27 STREET,10001,Manhattan,Con Edison,"F.M. RING ASSOCIATES, INC","F.M. RING ASSOCIATES, INC","20 WEST 47 STREET, MANHATTAN NY 10036",212 765-1655,CA139569H,2014,FEDERAL FM 1215,1,5.18,1969,41 - 45 years old,2010,RAY AR141-5,#6,37440,26208,3885,5550,1,2019,Loft Buildings,3,M 05,"* 54,238",1,12,0,8,1912,,,40.744876,-73.989657,58,1015677,1008290011,Hudson Yards-Chelsea-Flatiron-Union Square
1008290016,31 WEST 27 STREET,10001,Manhattan,Con Edison,ESTATE OF EDWIN S. LOWE/CHASE MAN,WG 27th STREET LLC C/O THE WITKOFF GROUP,"220 EAST 42nd ST., MANHATTAN NY 10017",212-532-7420,CA269084P,0,FEDERAL FST-200,1,8.2,1984,26 to 30 years old,2019,HEVE DE-105,#4,82125,57488,8623.125,12318.75,1,2019,Loft Buildings,3,M 05,"* 108,594",1,12,0,22,1910,,,40.744747,-73.989354,58,1015680,1008290016,Hudson Yards-Chelsea-Flatiron-Union Square
1008290022,1165 BROADWAY,10001,Manhattan,Con Edison,1165 BROADWAY CORP.,1165 BROADWAY CORP.,"1370 BROADWAY, NEW YORK NY 10018",718 932-6642,CB570203J,0,FEDERAL FST-80 (NEW),1,2.67,2003,5 to 10 years old,2038,ICI MMG-34P (NEW),#4,26828,18779,2723.042,3890.06,0,,Office Buildings,3,M 05,"* 41,095",1,5,0,67,1923,,,40.744719,-73.989062,58,1015683,1008290022,Hudson Yards-Chelsea-Flatiron-Union Square
1008290032,15 WEST 27 STREET,10001,Manhattan,Con Edison,F.M.RING ASSOC. INC.,"F.M. RING ASSOCIATES, INC.","20 WEST 47 STREET, MANHATTAN NY 10036",212-765-1655,CA114666Z,0,RUTZLER HRT,1,5.71,1966,41 - 45 years old,2010,PETRO WD 4 AH,#4,29200,20440,3045,4350,1,2019,Loft Buildings,3,M 05,"* 50,234",1,11,0,6,1908,,,40.744371,-73.988459,58,1015685,1008290032,Hudson Yards-Chelsea-Flatiron-Union Square
1008300016,37 WEST 28 STREET,10001,Manhattan,Con Edison,REXTON REALTY CO%HMH REALTY,HMH REALTY COMPANY,"36 WEST 25 STREET, MANHATTAN N.Y. 10001",718 904-0633,CB157401X,0,FEDERAL-FST-90,1,3.72,2001,5 to 10 years old,2036,INDUSTRIAL COM.-MMG-42P,#4,15960,11172,1619.94,2314.2,1,2020,Loft Buildings,3,M 05,"* 54,158",1,12,0,13,1911,,,40.745526,-73.989274,76,1015722,1008300016,Midtown-Midtown South
1008300030,15 WEST 28 STREET,10001,Manhattan,Con Edison,15 WEST 28 LLC,15 WEST 28 LLC,"175 GREAT NECK ROAD SUITE 307, GREAT NECK NY 11021",718 263-5334,CA349568L,2013,FEDERAL #FST 125,1,6.3,1968,41 - 45 years old,2010,HEV-E-OIL #AM 7E,#6,36956,25869,3969,5670,0,,Office Buildings,3,M 05,"* 40,777",1,10,0,10,1900,,,40.74515,-73.988383,76,1015728,1008300030,Midtown-Midtown South
1008300041,256/261 5 AVENUE,10016,Manhattan,Con Edison,JONES LANG LASALLE AMERICAS INC.,JEFFREY MANAGEMENT,"370 SEVENTH AVE, NEW YORK NY 10001",212-687-6400,CA186370M,2013,TITUSVILLE 8429,2,6,1970,36 - 40 year old,2010,IRON FIREMAN AO-6-9.8,#6,179580,125706,18396,26280,0,,Office Buildings,3,M 05,"* 12,899",1,6,0,6,1915,,,,,,,,
1008300046,2 WEST 29 STREET,10001,Manhattan,Con Edison,"5TH AVE ARCADE,HOFFMAN MGMT",5TH AVE. ARCADE/HOFFMAN MGMT,"260 FIFTH AVENUE, MANHATTAN NY 10019",212-247-4975,CA055083J,2014,FEDERAL FST-200,1,7.4,1983,26 to 30 years old,2018,INDUSTRIAL COMBUSTION DEG-84(P),#6,80482,56338,8450.715,12072.45,1,2020,Elevator Apartments,3,M 05,"* 69,649",1,16,22,24,1928,,Yes,40.745405,-73.987113,76,1015735,1008300046,Midtown-Midtown South
1008300074,50 WEST 29 STREET,10001,Manhattan,Con Edison,FLOWER TENTANTS CORP.,FLOWER TENANTS CORP.%MATTHEW ADAM PROPERTIES,"127 E. 59TH STREET3RD FL., NEW YORK NY 10022",212-699-8900,CA127180L,0,ROCKMILLS MP-100,1,3.6,1980,26 to 30 years old,2015,ICI MEG 42P,#4,108899,76229,10640.25,15200.35,1,2020,Elevator Apartments,3,M 05,"* 61,418",2,14,24,27,1924,,Yes,40.746259,-73.989144,76,1015744,1008300074,Midtown-Midtown South
1008310010,39 WEST 29 STREET,10001,Manhattan,Con Edison,39 W.29 ST.OWNERS CORP.,39 WEST 29th ST. OWNERS CORP.,"11 WEST 30th ST - STER, MANHATTAN NY 10001",212-760-1766,CA200196Y,0,FEDERAL FST-80,1,3.43,1996,11 to 15 years old,2031,INDUSTRIAL COMB. MMG-34 P,#4,24500,17150,2486.75,3552.5,1,2021,Loft Buildings,3,M 05,"* 56,931",1,12,0,18,1914,,,40.746199,-73.988957,76,1015756,1008310010,Midtown-Midtown South
1008310030,3 WEST 29 STREET,10001,Manhattan,Con Edison,MARBLE COLLEGIATE CHURCH,MARBLE COLLEGIATE CHURCH,"3 WEST 29TH STREET, MANHATTAN NY 10001",212-686-2770,CA182780R,0,ROCKMILLS MP 100,1,4.3,1980,26 to 30 years old,2015,I.C.I. MMG-42P,#4,43800,30660,4445.7,6351,1,2021,Office Buildings,3,M 05,"* 61,234",1,10,0,9,1900,,,40.745457,-73.987196,76,1000000,1008310030,Midtown-Midtown South
1008310030,3 WEST 29 STREET,10001,Manhattan,Con Edison,COLLEGIATE CHURCH CORP.,COLLEGIATE CHURCH CORP.,"3 WEST 29TH STREET, MANHATTAN NY 10001",,CB227503N,0,ROCKMILLS MP-100 BOILER #2 (EXSTG),1,4.2,2003,5 to 10 years old,2038,INDUSTRIAL COMBUSTION MMG-42(P) (NEW),#4,44457,31120,4512.3855,6446.27,1,2021,Office Buildings,3,M 05,"* 61,234",1,10,0,9,1900,,,40.745457,-73.987196,76,1000000,1008310030,Midtown-Midtown South
1008310048,8 WEST 30 STREET,10001,Manhattan,Con Edison,COLLEGIATE ASSET MANAGEMENT.,COLLEGIATE ASSET MGT.% COLLEGIATE CHURCH CORP.,"500 5TH AVENUE, SUITE 1710, MANHATTAN NY 10110",212-233-1960,CA289389Y,0,ROCKMILLS MP-150,1,6.27,1989,21 to 26 years old,2024,ICI DEG 63 P,#4,50691,35484,5075,7250,1,2021,Loft Buildings,3,M 05,"* 108,759",1,12,0,7,1915,,,40.746146,-73.98695,76,1000000,1008310048,Midtown-Midtown South
1008310064,1225 BROADWAY,10001,Manhattan,Con Edison,MOCAL ENTERPRISES INC.,"MOCAL ENTERPRISES, INC.","1225 BROADWAY, MANHATTAN NY 10001",212 683-4444,CA282473P,0,CROTTY #C5M-175,1,4.9,1973,36 - 40 year old,2010,NATIONAL DEVH-SIZE 6,#4,81304,56913,5186.65,7409.5,1,2021,Office Buildings,3,M 05,"* 92,000",2,8,0,100,1921,,,40.746591,-73.988498,76,1000000,1008310068,Midtown-Midtown South
1008320001,860 6 AVENUE,10001,Manhattan,Con Edison,1239 OPERATING CORP.,1239 OPERATING CORP,"1235 BROADWAY, MANHATTAN NY 10001",212-684-7573,CA189870M,0,FEDERAL FST-80,1,2.67,1970,36 - 40 year old,2010,ICI AM6E,#4,58765,41136,10252.515,14646.45,1,2022,Loft Buildings,3,M 05,"* 187,973",6,4,1,76,1900,,,40.747585,-73.989382,76,1082273,1008320001,Midtown-Midtown South
1008320001,860 6 AVENUE,10001,Manhattan,Con Edison,JUSTIN HENRY,JUSTIN MANAGEMENT,"1235 BROADWAY, MANHATTAN NY 10001",212-684-7573,CA047080Y,0,ROCKMILLS MP-250,1,10.4,1980,26 to 30 years old,2015,ICI DEG-105,#4,11558,8091,1173.137,1675.91,1,2022,Loft Buildings,3,M 05,"* 187,973",6,4,1,76,1900,,,40.747585,-73.989382,76,1082273,1008320001,Midtown-Midtown South
1008320022,1220 BROADWAY,10001,Manhattan,Con Edison,SHIRE REALTY CORP.,NEW GENERATION REALTY,"1370 BROADWAY RM 901, MANHATTAN NY 10018",212 947-2223,CA113376X,0,PACIFIC 8473,1,2.6,1976,31 to 35 years old,2011,ICI DE-42S,#4,47268,33087,2100,3000,1,2022,Office Buildings,3,M 05,"* 75,547",2,9,0,58,1931,,,40.746898,-73.988419,76,1015778,1008320022,Midtown-Midtown South
1008320032,11 WEST 30 STREET,10001,Manhattan,Con Edison,EMPIRE STATE LOFT LTD,"EMPIRE STATE LOFTS,LTD C/O MATTHEW ADAM PROPERTIES","172 WAVERLY STREET3rd fl., YONKERS NY 10022",212-699-8920,CA009396N,0,FEDERAL FST-125,1,5.25,1996,11 to 15 years old,2031,INDUSTRIAL COMBUSTION DEG-54P,#4,41063,28744,4167.9,5954.14,1,2022,Elevator Apartments,3,M 05,"* 62,091",1,15,17,23,1927,,Yes,40.746229,-73.987098,76,1015781,1008320032,Midtown-Midtown South
1008320039,1 WEST 30 STREET,10001,Manhattan,Con Edison,284 5 APT. INC.,284-5 APT INC. C/O SUPRRIOR MGMT. INC.,"50 BANK STREET, NEW YORK NY 10014",212 234-7757,CA117181Y,0,ROCKMILLS MP70,1,2.59,1981,26 to 30 years old,2016,ICI MMG34P,#4,33763,23634,3426.843,4895.49,0,,Elevator Apartments,3,M 05,"* 48,552",1,8,38,40,1900,,,40.746058,-73.986697,76,1015785,1008320039,Midtown-Midtown South
1008320049,4 WEST 31 STREET,10001,Manhattan,Con Edison,HOTEL WOLCOTT,HOTEL WOLCOTT,"4 WEST 31 STREET, MANHATTAN NY 10001",212-268-2900,CA063484K,0,ROCKMILLS MP 175,1,7.1,1984,26 to 30 years old,2019,ICI DEG 84 (P),#4,37777,26444,7051.8,10074,1,2022,Hotels,3,M 05,"* 90,633",2,13,0,2,1906,,,40.746712,-73.986383,76,1015792,1008320049,Midtown-Midtown South
1008320049,4 WEST 31 STREET,10001,Manhattan,Con Edison,"WOLCOTT,HOTEL","WOLCOTT,HOTEL","4 WEST 31 STREET, MANHATTAN NY 10001",212-268-2900,CA090975Z,0,ROCKMILLS MP175,1,7.3,1975,31 to 35 years old,2010,IRON FIREMAN A06-9.8,#4,1460,1022,7971.6,11388,1,2022,Hotels,3,M 05,"* 90,633",2,13,0,2,1906,,,40.746712,-73.986383,76,1015792,1008320049,Midtown-Midtown South
1008330018,38 WEST 32 STREET,10001,Manhattan,Con Edison,R.G.A. AGENT/38 WEST 32 ASSOCIATES,ROOSEVELT LEE 38 LLC,"P.O. BOX 750311, FLUSHING NY 11375-0311",212-947-3050,CA119780P,0,FEDERAL FST-250,1,8.82,1980,26 to 30 years old,2015,INDUSTRIAL COMBUSTION DEG 105P,#4,66000,46200,6930,9900,1,2013,Office Buildings,3,M 05,"* 132,844",1,16,0,76,1915,,,40.747889,-73.987253,76,1015806,1008330018,Midtown-Midtown South
1008330024,25 WEST 31 STREET,10001,Manhattan,Con Edison,20 W.31 STREET OWNERS CORP,25 W. 31 ST. OWNERS CORP.C/O FAWN RLTY.,"137 FIFTH AVENUE 10TH FL., NEW YORK NY 10010",212 254-3434,CA204097R,0,FEDERAL FST-100,1,4.06,1997,11 to 15 years old,2032,INDUSTRIAL COMB. MMG-42 P,#4,42340,29638,4297.51,6139.3,1,2013,Loft Buildings,3,M 05,"* 60,133",1,12,0,12,1912,,Yes,40.747044,-73.987123,76,1015809,1008330024,Midtown-Midtown South
1008330054,16 WEST 32 STREET,10001,Manhattan,Con Edison,PND LLC,PND LLC,"217-20 LINDEN BOULEVARD, JAMAICA N.Y. 11411",718 723-6913,CB153501H,0,BEST 4B-90,1,3.78,2001,5 to 10 years old,2036,IND.COMB. MMG- 42 P,#4,29127,20389,2956.3905,4223.42,1,2013,Office Buildings,3,M 05,"* 63,479",1,11,0,15,1908,,,40.747541,-73.986426,76,1015827,1008330054,Midtown-Midtown South
1008330057,22 WEST 32 STREET,10001,Manhattan,Con Edison,IMPERIAL INVESTING CORP,IMPERIAL INVESTING CORP,"7 GRACE AVENUE, GREAT NECK NY 11021",516-829-9450,CA078579P,0,ROCKMILLS MP 150,1,6.4,1979,31 to 35 years old,2014,HEV-E-OIL DEG 63-S (ICI),#4,74825,52378,3150,4500,1,2013,Loft Buildings,3,M 05,"* 108,000",1,17,0,14,1913,,,40.747634,-73.986654,76,1015828,1008330057,Midtown-Midtown South
1008330063,34 WEST 32 STREET,10001,Manhattan,Con Edison,BRISTOL REALTY CO.%BUILDING MGMT,ROOSEVELT LEE L.P.,"P.O. BOX 750311, FLUSHING N.Y. 11375",718 888-2247,CB054101R,0,BEST 5B-70,1,2.94,2001,5 to 10 years old,2036,INDUSTRIAL COMB. MMG-28,#4,21344,14941,2166.416,3094.88,1,2013,Office Buildings,3,M 05,"* 50,762",1,13,0,15,1906,,,40.747826,-73.987101,76,1015832,1008330063,Midtown-Midtown South
1008340016,43 WEST 32 STREET,10001,Manhattan,Con Edison,"KWON, GAB JOONG",HOTEL STANFORD,"43 WEST 32 STREET, MANHATTAN NY 10001",212-563-1500,CA162681N,2013,ROCKMILLS #MP 4-122,1,5.3,1981,26 to 30 years old,2016,HEV-E MEG 54-P ( I.C.I. ),#6,63486,44440,6594.966,9421.38,1,2014,Hotels,3,M 05,"* 62,992",1,12,0,5,1905,,,40.747686,-73.98673,76,1015843,1008340016,Midtown-Midtown South
1008340039,320 5 AVENUE,10001,Manhattan,Con Edison,BRAUSE REALTY INC.,BRAUSE REALTY INC.,"52 VANDERBILT AVENUE, MANHATTAN NY 10017",212 695-1947,CA356869K,2015,FEDERAL FST 200,1,8.4,1969,41 - 45 years old,2010,TODD AO-8,#6,98550,68985,2667,3810,1,2014,Office Buildings,3,M 05,"* 99,922",1,11,0,70,1905,,,40.747249,-73.985438,76,1015852,1008340039,Midtown-Midtown South
1008340048,330 5 AVENUE,10001,Manhattan,Con Edison,SKYLER 330 LLC % SHULSKY PROP.,SKYLER 330 LLC % SHULSKU PROP.,"307 5 AVENUE, NEW YORK NY 10016",212 685-1514,CB158008L,2015,ROCKMILLS MP - 200 (NEW),1,6.6,2008,Fewer than 5 years old,2043,S. T. JOHNSON FD68 CAHM SIZE 200 (NEW),#6,82125,57488,8623.13,12318.75,1,2014,Office Buildings,3,M 05,"* 145,000",1,14,0,62,1926,,,40.747521,-73.985239,76,1015853,1008340048,Midtown-Midtown South
1008360033,1 WEST 34 STREET,10001,Manhattan,Con Edison,BUILDING MANAGEMENT CO. INC,BLDG.MANAGEMENT CO. INC.,"362 FIFTH AVE SUITE #702, MANHATTAN NY 10001",212 624-4300,CA152897N,0,FEDERAL FST-100,1,4.07,1997,11 to 15 years old,2032,HEVE (I.C.I)DEG-42 P,#4,41063,28744,4167.8438,5954.06,1,2016,Office Buildings,3,M 05,"* 55,550",1,12,0,11,1906,,,40.748542,-73.984784,76,1015876,1008360033,Midtown-Midtown South
1008360035,358 5 AVENUE,10001,Manhattan,Con Edison,BUILDING MANAGEMENT CO.INC,BLDG.MANAGEMENT CO.INC.,"362 FIFTH AVE SUITE #702, MANHATTAN NY 10001",212 714-0086,CA175497X,0,FEDERAL FST-100 (*REVISED WORK PERMIT*),2,4.2,1997,11 to 15 years old,2032,ICI MMG-42,#4,82741,57919,8335.6875,11908.13,1,2016,Office Buildings,3,M 05,"* 135,570",1,13,0,48,1920,,,40.748715,-73.984806,76,1015877,1008360035,Midtown-Midtown South
1008360043,366 5 AVENUE,10001,Manhattan,Con Edison,JOSEPH P. DAY REALTY,JOSEPH P. DAY REALTY CORP.,"9 EAST 40TH ST., MANHATTAN NY 10016",212-884-7460,CA423088P,0,ROCKMILLS R303,1,7.8,1988,21 to 26 years old,2023,RAY SIZE 200 PAECR 144,#4,82125,57488,8335.6875,11908.13,1,2016,Office Buildings,3,M 05,"* 138,748",1,12,0,0,1908,,,40.748888,-73.984243,76,1015878,1008360043,Midtown-Midtown South
1008360065,40 WEST 35 STREET,10001,Manhattan,Con Edison,JEPORT HOTELS INC.,"Harold Solomon/Jeport Hotel Inc., DBA Comfort Inn","42 WEST 35 STREET, MANHATTAN NY 10001",212-947-0200,CA468085Z,0,FEDERAL FST-70,1,2.91,1985,21 to 26 years old,2020,IND. COMB. MEG-34 (P),#4,7488,5242,786.24,1123.2,1,2016,Hotels,3,M 05,"* 55,498",1,13,0,3,1904,,,40.749717,-73.985567,76,1015881,1008360065,Midtown-Midtown South
1008360065,40 WEST 35 STREET,10001,Manhattan,Con Edison,JEPORT HOTEL INC.DBA COMFORT INN,JEFPORT HOTEL INC.DBA COMFORT INN,"42 WEST 35 STREET, MANHATTAN NY 10001",212-947-0200,CA468185X,0,FEDERAL FST-150,1,5.8,1985,21 to 26 years old,2020,IND COMB INC DEG-63(P),#4,22718,15903,2385.39,3407.7,1,2016,Hotels,3,M 05,"* 55,498",1,13,0,3,1904,,,40.749717,-73.985567,76,1015881,1008360065,Midtown-Midtown South
1008370020,35 WEST 35 STREET,10001,Manhattan,Con Edison,JAMARCO REALTY,MANES P. JOHN,"P.O.BOX 453, NORTH SALEM NY 10560",212 695 0140,CA091669P,2012,H B SMITH 42,1,2.4,1969,41 - 45 years old,2010,PETRO W4 AHP,#6,52889,37022,1680,2400,1,2017,Loft Buildings,3,M 05,"* 67,755",1,12,0,12,1915,,,40.749679,-73.985426,84,1015890,1008370020,Midtown-Midtown South
1008370062,28 WEST 36 STREET,10018,Manhattan,Con Edison,JM COHEN EXEC. EST. RO.CO.,ROSENBERG REALTY LLC/ALBERT,"131 W. 35th 7th fl., MANHATTAN NY 10018",212-981-6517,CA484085Z,2013,ROCKMILLS MP-90,1,3.02,1985,21 to 26 years old,2020,IND. COMB. DEG-42 (P),#6,44512,31158,2126.25,3037.5,1,2017,Loft Buildings,3,M 05,"* 58,186",1,12,0,0,1911,,,40.750214,-73.984809,84,1015904,1008370062,Midtown-Midtown South
1008377501,70 WEST 36 STREET,10018,Manhattan,Con Edison,SL GREEN REALTY CORP,70 WEST 36th ST. HOLDING LLC c/o TIME EQUITES INC,"55fifth ave - 15TH FL. PARK AVENUE, MANHATTAN NY 10003",212 206 6161,CA005497Y,2015,ROCKMILLS MP-175,1,6.44,1997,11 to 15 years old,2032,INDUSTRIAL COMBUSTION DEG 84 P,#6,46000,32200,4830,6900,0,,Condominiums,3,M 05,"* 124,500",1,16,0,34,0,,,40.750744,-73.986072,84,1015916,1008377501,Midtown-Midtown South
1008380024,29 WEST 36 STREET,10018,Manhattan,Con Edison,29 W. 36TH ST. LLC % BERSTEIN R.E. CO.,29 W. 36TH ST. LLC %BERSTEIN R.E. CO.,"150 WEST 30TH ST., NEW YORK NY 10001",212 594-1414,CB134107L,2014,ROCKMILLS MP - 125 (NEW),1,4.1,2007,Fewer than 5 years old,2042,ICI DEG - 54P (NEW),#6,25800,18060,2709,3870,1,2018,Loft Buildings,3,M 05,"* 72,984",1,13,0,14,1930,,,40.750475,-73.985386,84,1015926,1008380024,Midtown-Midtown South
1008380027,25 WEST 36 STREET,10018,Manhattan,Con Edison,396 BROADWAY REALTY,396 BROADWAY REALTY CORP.,"88 CROBY STREET , MANHATTAN NY 10012",212 643 8080,CA118171P,0,KEWANEE 412,1,3.2,1971,36 - 40 year old,2010,PETRO WD4AH,#4,23200,16240,2354.8,3364,0,,Loft Buildings,3,M 05,"* 39,848",1,12,0,9,1925,,,40.750258,-73.98487,84,1015927,1008380027,Midtown-Midtown South
1008380030,19 WEST 36 STREET,10018,Manhattan,Con Edison,19 W 36TH STREET HOLDING CO.,19 W 36TH ST HOLDING CORP,"581 SIXTH AVENUE, MANHATTAN NY 10011",212-239-4545,CA246988X,0,FEDERAL FST 125,1,5.3,1988,21 to 26 years old,2023,ICI DEG 54 P,#4,38115,26681,3868.6725,5526.68,1,2018,Loft Buildings,3,M 05,"* 52,631",1,12,0,14,1925,,,40.750151,-73.984614,84,1015929,1008380030,Midtown-Midtown South
1008380032,15 WEST 36 STREET,10018,Manhattan,Con Edison,WALTER & SAMUELS INC.,WALTER & SAMUELS/WALTER & SAMUELS,"419 PARK AVENUE SOUTH, MANHATTAN NY 10016",,CA171297N,0,FEDERAL FST-100,1,4.2,1997,11 to 15 years old,2032,S.T. JOHNSON FD68 CAHM (SIZE 100),#4,41062,28744,4311.5625,6159.38,1,2018,Office Buildings,3,M 05,"* 68,498",1,16,0,19,1917,,,40.750079,-73.984441,84,1015930,1008380032,Midtown-Midtown South
