Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
13-61 Beach Channel Dr,4156590080.0,4299520,414,Queens,103201,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.607025146484375,-73.75491333007813,Far Rockaway-Bayswater,false,13-61,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Beach Channel Dr,,Helpsy,https://www.helpsy.co/,POINT (-73.754911 40.60702700000001),11691,20529,51,3,47,59
15 Warren St,1001340032.0,1001458,101,Manhattan,21,1,"Clothing, Shoes, Bedding",40.71378707885742,-74.00763702392578,SoHo-TriBeCa-Civic Center-Little Italy,true,15,Nonprofit Organizations/Thrift Stores,info@littleessentials.org,646-850-3611,Warren St,,Little Essentials,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3444&BId=3416,POINT (-74.007634 40.713786),10007,11728,56,4,32,1
319 New Dorp,5036429824.0,5052749,502,Staten Island,122,50,"Clothing, Shoes, Accessories",40.57170867919922,-74.11163330078125,New Dorp-Midland Beach,false,319,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,New Dorp,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-74.111631 40.571707),10306,10693,30,1,14,76
137-20 Cross Bay Blvd,4114089984.0,4458765,410,Queens,58,32,"Clothing, Shoes",40.67112350463867,-73.84333038330078,Ozone Park,false,137-20,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Cross Bay Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.843331 40.671124),11417,24013,62,3,41,64
1656 E 233 St,2049529984.0,2066550,212,Bronx,484,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.888126373291016,-73.82781982421875,Eastchester-Edenwald-Baychester,false,1656,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,E 233 St,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.827823 40.888128),10466,11275,29,5,2,30
144-29 Northern Blvd,4050030080.0,4113198,407,Queens,1163,20,"Clothing, Shoes, Coats, Towels",40.765018463134766,-73.82247161865234,Murray Hill,true,144-29,Publicly Accessible Donation Bins,N/A,866-931-0232,Northern Blvd,,Carecycle Inc,carecyclecares.com/,POINT (-73.82247 40.765019),11354,13832,22,3,3,67
159 Monitor St,3.02688e9,3067152,301,Brooklyn,591,33,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.7246208190918,-73.94225311279297,Greenpoint,true,159,Textile Recycling at Farmers' Markets,info@greentreetextiles.org,908-245-9300,Monitor St,,Green Tree Textiles at McGolrick Park's Down to Earth Farmer's Market,http://www.greentreetextiles.org/farmersmarkets/,POINT (-73.942251 40.72462),11222,18182,36,2,38,57
111-06 Van Wyck Expy,4116389888.0,4251071,410,Queens,172,28,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.68391036987305,-73.80709838867188,South Ozone Park,false,111-06,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Van Wyck Expy,,Helpsy,https://www.helpsy.co/,POINT (-73.807099 40.68391),11420,24016,62,3,46,64
158-02 Union Tkpe,4068529920.0,4536425,408,Queens,1265,24,"Clothing, Shoes, Coats, Towels",40.719871520996094,-73.8082504272461,Pomonok-Flushing Heights-Hillcrest,true,158-02,Publicly Accessible Donation Bins,N/A,866-931-0232,Union Tkpe,,Carecycle Inc,carecyclecares.com/,POINT (-73.80825 40.71987),11366,24340,25,3,24,65
109 Boerum Pl,3001870080.0,3001032,302,Brooklyn,43,33,Contact store for details,40.68817138671875,-73.9912109375,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,false,109,Organizations/Thrift Stores,contact@bufex.com,(718) 403-0490,Boerum Pl,,Buffalo Exchange,https://www.buffaloexchange.com/locations/new-york-city/,POINT (-73.99121 40.68817200000001),11201,16865,68,2,38,54
1791 Utica Ave,3.07776e9,3254550,318,Brooklyn,728,46,"Clothing, Shoes, Coats, Towels",40.62893295288086,-73.92762756347656,Flatlands,true,1791,Publicly Accessible Donation Bins,N/A,866-931-0232,Utica Ave,,Carecycle Inc,carecyclecares.com/,POINT (-73.927624 40.628933),11234,13825,5,2,8,38
98-02 Jamaica Ave,4092860160.0,4442213,409,Queens,28,32,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6945686340332,-73.84737396240234,Richmond Hill,false,98-02,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Jamaica Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.847374 40.694569),11421,24017,46,3,41,60
160 Richmond Terrace,5000119808.0,5142265,501,Staten Island,7,49,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.645877838134766,-74.07845306396484,West New Brighton-New Brighton-St. George,false,160,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Richmond Terrace,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.078456 40.645876),10301,10369,4,1,13,74
2 Prince St,3001220096.0,3000241,302,Brooklyn,15,33,"Clothing, Shoes",40.69722366333008,-73.98250579833984,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,true,2,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Prince St,,Planet Aid,http://www.planetaid.org/,POINT (-73.982503 40.697223),11201,16865,68,2,38,54
214 W 97 St,1.01868e9,1000000,107,Manhattan,183,7,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels, Rugs",40.794837951660156,-73.97067260742188,Upper West Side,true,214,Nonprofit Organizations/Thrift Stores,fcc@fccnyc.org,212-932-8040,W 97 St,,St. Francis Thrift Store/ Food Pantry,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3573&BId=3557,POINT (-73.970675 40.794839),10025,12422,20,4,23,15
61-04 Fresh Pond Rd,4027470080.0,4061365,405,Queens,603,30,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.71434783935547,-73.90135192871094,Middle Village,false,61-04,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Fresh Pond Rd,,Helpsy,https://www.helpsy.co/,POINT (-73.901351 40.714346),11379,15309,54,3,34,62
114-02 Van Wyck Expy,4116610048.0,4251939,410,Queens,174,28,"Clothing, Shoes, Coats, Other",40.68252944946289,-73.80636596679688,South Ozone Park,false,114-02,Publicly Accessible Donation Bins,N/A,914-573-2266,Van Wyck Expy,,Standard Recycling Corp,N/A,POINT (-73.806364 40.68253),11420,24016,62,3,46,64
1504 Metropolitan Ave,2039437440.0,2096751,209,Bronx,21002,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.83787155151367,-73.858642578125,Parkchester,false,1504,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Metropolitan Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.858639 40.837871),10462,11271,58,5,31,26
6201 Broadway,2058251520.0,2084536,208,Bronx,351,11,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.89599609375,-73.89701080322266,North Riverdale-Fieldston-Riverdale,false,6201,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Broadway,,Helpsy,https://www.helpsy.co/,POINT (-73.897011 40.895995),10471,11609,48,5,40,33
1490 Hylan Blvd,0.0,0,502,Staten Island,70,50,"Clothing, Shoes, Accessories",40.59217834472656,-74.08732604980469,Old Town-Dongan Hills-South Beach,false,1490,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Hylan Blvd,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-74.087324 40.592177),10305,10692,30,1,14,76
235 N 12 St,0.0,0,301,Brooklyn,515,33,"Clothing, Shoes, Linens, Accessories",40.719295501708984,-73.95254516601563,North Side-South Side,true,235,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7971,N 12 St,,McCarren Park Greenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=40&BId=83,POINT (-73.952547 40.719295),11211,17613,36,2,38,57
119-59 27 Ave,4042909952.0,4100581,407,Queens,919,19,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.773921966552734,-73.84691619873047,College Point,false,119-59,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,27 Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.846914 40.773923),11354,13832,22,3,20,67
142-41 Roosevelt Ave,4050200064.0,4312189,407,Queens,865,20,"Clothing, Shoes",40.761165618896484,-73.82490539550781,Flushing,false,142-41,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Roosevelt Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.824905 40.761164),11354,13832,22,3,3,67
445 Beach 129 St,4162109952.0,4304417,414,Queens,93401,32,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.57905578613281,-73.85002136230469,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,false,445,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Beach 129 St,,Helpsy,https://www.helpsy.co/,POINT (-73.850023 40.579056),11694,20532,51,3,41,58
691 Co-Op City Blvd,2051410432.0,2118946,210,Bronx,46201,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.8807258605957,-73.82518005371094,Co-op City,false,691,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,Co-Op City Blvd,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.825181 40.880725),10475,12344,43,5,2,28
167 Chester St,3035209984.0,3081043,316,Brooklyn,924,41,"Clothing, Shoes",40.66770935058594,-73.91093444824219,Brownsville,false,167,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Chester St,,Usagain LLC,http://www.usagain.com/,POINT (-73.910938 40.66771),11212,17614,55,2,17,46
589 E New York Ave,3013319936.0,3035484,309,Brooklyn,806,40,"Clothing, Shoes, Accessories, Bedding And Linens, Towels , Coats",40.662269592285156,-73.94319152832031,Prospect Lefferts Gardens-Wingate,false,589,Publicly Accessible Donation Bins,sales@americanrecyclingresources.com,732-796-8983,E New York Ave,,American Recycling Resources,www.americanrecyclingresources.com/,POINT (-73.943192 40.662271),11225,13509,17,2,11,44
12-10 36Th Ave,4003510016.0,4004297,401,Queens,43,26,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels",40.760597229003906,-73.93893432617188,Queensbridge-Ravenswood-Long Island City,true,10-Dec,Nonprofit Organizations/Thrift Stores,info@hourchildren.org,718-433-4724,36 Ave,,Hour Children,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=50&BId=94,POINT (-73.938938 40.760596),11106,16863,39,3,33,72
1039 Madison Ave,1014910144.0,1046466,108,Manhattan,142,4,Contact store for details,40.776512145996094,-73.96167755126953,Upper East Side-Carnegie Hill,false,1039,Retail Store Takeback Programs,�onlinesupport@eileenfisher.com,212-879-7799,Madison Ave,,Eileen Fisher,https://www.eileenfisher.com/renew,POINT (-73.961675 40.776511),10075,10092,23,4,51,11
2244 White Plains Rd,2043430016.0,2098294,211,Bronx,330,13,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.858638763427734,-73.86717224121094,Bronxdale,false,2244,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,White Plains Rd,,Helpsy,https://www.helpsy.co/,POINT (-73.86717500000002 40.858638),10467,11605,59,5,12,32
164 4 Ave,3004199936.0,3006805,306,Brooklyn,119,33,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67911148071289,-73.98236846923828,Park Slope-Gowanus,false,164,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,4 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.982365 40.679113),11217,17619,14,2,38,50
8000 Utopia Parkway,4070210048.0,4462481,408,Queens,1267,24,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs, Other",40.72159194946289,-73.79468536376953,Pomonok-Flushing Heights-Hillcrest,true,8000,Publicly Accessible Donation Bins,info@goodwillnynj.org,718-728-5400,Utopia Parkway,,St. John's University Jamaica,http://goodwillnynj.org,POINT (-73.79468689999999 40.721591),11432,24340,25,3,24,65
150 Granite Ave,5011610112.0,5090047,501,Staten Island,239,49,Clothing,40.633567810058594,-74.14867401123047,Mariner's Harbor-Arlington-Port Ivory-Graniteville,true,150,Nonprofit Organizations/Thrift Stores,info@pccsny.org,718-370-1088,Granite Ave,,Person Centered Care Services,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3585&BId=3569,POINT (-74.148677 40.633567),10303,10371,4,1,13,75
2033 Mcgraw Ave,2039387520.0,2096661,209,Bronx,212,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.83531951904297,-73.86028289794922,Parkchester,false,2033,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Mcgraw Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.860282 40.83532),10462,11271,58,5,31,26
63-51 Metropolitan Ave,4027709952.0,4062038,405,Queens,603,30,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.71290588378906,-73.89743041992188,Middle Village,false,63-51,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Metropolitan Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.897429 40.712906),11379,15309,54,3,34,62
2083 Starling Ave,2039430016.0,2033975,209,Bronx,21002,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.83619689941406,-73.85566711425781,Parkchester,false,2083,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Starling Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.855667 40.836198),10462,11271,58,5,31,26
4220 Bronx Blvd,2049929984.0,2068022,212,Bronx,420,11,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.89528274536133,-73.86076354980469,Williamsbridge-Olinville,false,4220,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,Bronx Blvd,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.860761 40.895283),10466,11275,29,5,40,30
1413 Edward L. Grant Hwy,2025209984.0,2092829,204,Bronx,211,16,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.842159271240234,-73.92288208007813,Highbridge,false,1413,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Edward L. Grant Hwy,,Helpsy,https://www.helpsy.co/,POINT (-73.922885 40.842158),10452,10930,50,5,42,27
3308 Edson Ave,2048810112.0,2065418,212,Bronx,46202,12,"Clothing, Shoes, Coats",40.877445220947266,-73.83740997314453,Co-op City,true,3308,Nonprofit Organizations/Thrift Stores,N/A,(718) 565-0850,Edson Ave,,Adventist Community Services,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=797&BId=741,POINT (-73.837407 40.877446),10469,11607,29,5,2,30
119-01 Atlantic Ave,4093510144.0,4196684,409,Queens,144,29,"Clothing, Shoes",40.69450378417969,-73.82791137695313,Richmond Hill,false,119-01,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Atlantic Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.827915 40.694504),11418,24014,46,3,28,60
30-05 Whitestone Expy,4043699968.0,4100748,407,Queens,869,20,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.77027130126953,-73.83354187011719,Flushing,false,30-05,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,Whitestone Expy,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-73.833544 40.770271),11354,13832,22,3,3,67
844 E 163 St,2026900096.0,2000000,202,Bronx,12901,17,"Clothing, Shoes, Coats",40.82210922241211,-73.90055847167969,Longwood,true,844,Nonprofit Organizations/Thrift Stores,Donations@thehopeline.org,718-402-1212,E 163 St,,The HopeLine,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=57&BId=102,POINT (-73.900559 40.822109),10459,10937,8,5,43,24
4180 Hylan Blvd,5.05312e9,5068406,503,Staten Island,15603,51,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.53770446777344,-74.14952850341797,Great Kills,false,4180,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,Hylan Blvd,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-74.14952600000001 40.537703),10308,10695,15,1,9,76
1472 Broadway,1009950016.0,1085682,105,Manhattan,119,4,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.75606918334961,-73.98583221435547,Midtown-Midtown South,false,1472,Retail Store Takeback Programs,info@hm.com,855-466-7467,Broadway,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-73.98583 40.75607),10036,13094,11,4,51,8
1222 2 Ave,1014390016.0,1044689,108,Manhattan,118,5,"Clothing, Shoes, Coats, Accessories",40.763755798339844,-73.9617919921875,Lenox Hill-Roosevelt Island,true,1222,Nonprofit Organizations/Thrift Stores,info@housingworks.org,347-473-7400,2 Ave,,Housing Works,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=66&BId=3631,POINT (-73.961792 40.763755),10065,10090,23,4,1,11
172 E 161 St,2024590080.0,2002796,204,Bronx,5902,16,"Clothing, Shoes, Linens, Accessories",40.82646942138672,-73.92196655273438,East Concourse-Concourse Village,true,172,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7476,E 161 St,,Bronx Borough Hall Greenmarket: GrowNYC Clothing & Textile Reycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=42&BId=85,POINT (-73.921965 40.826469),10451,10929,50,5,42,27
795 Rockaway Ave,3036029952.0,3082386,316,Brooklyn,916,42,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.660377502441406,-73.90811920166016,Brownsville,false,795,Publicly Accessible Donation Bins,info@usagain.com,347-963-3463,Rockaway Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.908122 40.660377),11212,17614,55,2,25,46
2038 Davidson Ave,2028630016.0,2008399,205,Bronx,243,14,"Clothing, Shoes, Coats",40.85356521606445,-73.9084701538086,University Heights-Morris Heights,true,2038,Nonprofit Organizations/Thrift Stores,N/A,718-731-6360,Davidson Ave,,"The Davidson Community Center, Inc.",https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3560&BId=3544,POINT (-73.908472 40.853564),10453,10931,6,5,29,29
102-16 89 Ave,4092930048.0,4194447,409,Queens,28,32,"Clothing, Shoes, Coats, Accessories, Bedding And Linens, Towels",40.69313049316406,-73.84355163574219,Richmond Hill,true,102-16,Nonprofit Organizations/Thrift Stores,contact@calvarymission.com,(212) 354-1056,89 Ave,,Calvary's Mission,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3449&BId=3421,POINT (-73.843549 40.693131),11418,24014,46,3,41,60
3236 Steinway St,4.00656e9,4010418,401,Queens,155,22,"Clothing, Shoes, Coats, Accessories",40.75815200805664,-73.91996002197266,Astoria,false,3236,Organizations/Thrift Stores,N/A,718-278-6400,Steinway St,,Steinway Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=783&BId=727,POINT (-73.919959 40.758153),11103,16860,39,3,4,72
40-24 College Point Blvd,4050667520.0,4000000,407,Queens,871,20,UNIQLO Clothing,40.75727844238281,-73.83570098876953,Flushing,false,40-24,Retail Store Takeback Programs,WeCare@MAIL.Uniqlo-usa.com,1-877-486-4759,College Point Blvd,,UNIQLO,https://www.uniqlo.com/us/en/home/,POINT (-73.8357 40.75728),11354,13832,22,3,3,67
